Time,Speed In Current Wobj,Orientation Speed In Current Wobj,Maximum Linear Acceleration In World,Orientation\Q1 In Current Wobj,Orientation\Q2 In Current Wobj,Orientation\Q3 In Current Wobj,Orientation\Q4 In Current Wobj,Position\X Position In Current Wobj,Position\Y Position In Current Wobj,Position\Z Position In Current Wobj
3.75,400.014698505402,21.7325913068282,8235.95428466797,0.157609716057777,-0.273018538951874,0.935829162597656,0.157619416713715,-1127.02548503876,879.233479499817,903.098583221436
3.774,400.020211935043,21.7322497973697,8235.95428466797,0.155688032507896,-0.2696892619133,0.93743634223938,0.155698552727699,-1121.586561203,887.141764163971,904.334485530853
3.798,400.022596120834,21.7323881087004,8235.95428466797,0.153763145208359,-0.266354233026505,0.939023792743683,0.153774499893188,-1116.14775657654,895.05010843277,905.570447444916
3.822,400.024145841599,21.7325588634296,8235.95428466797,0.151834934949875,-0.263013511896133,0.94059157371521,0.151847273111343,-1110.70883274078,902.958452701569,906.806528568268
3.846,400.019317865372,21.7323163917141,8235.95428466797,0.149903625249863,-0.259667366743088,0.942139446735382,0.149916768074036,-1105.27002811432,910.866737365723,908.042550086975
3.871,400.026381015778,21.7323078539776,8235.95428466797,0.147969126701355,-0.256315767765045,0.943667531013489,0.14798304438591,-1099.83098506927,918.775081634521,909.278392791748
3.895,400.014966726303,21.7323266369978,8235.95428466797,0.146031484007835,-0.252958804368973,0.945175766944885,0.146046072244644,-1094.39206123352,926.683187484741,910.514056682587
3.919,400.016784667969,21.732794504956,8235.95428466797,0.144090756773949,-0.249596565961838,0.946664094924927,0.144105732440948,-1088.9527797699,934.591174125671,911.749243736267
3.943,400.005221366882,21.7330267313878,8235.95428466797,0.142146974802017,-0.24622930586338,0.948132514953613,0.142162039875984,-1083.51337909698,942.498803138733,912.983953952789
3.967,399.998188018799,21.7330728351647,8235.95428466797,0.140200242400169,-0.242857038974762,0.949581027030945,0.140214830636978,-1078.07374000549,950.406193733215,914.218068122864
3.992,399.985313415527,21.7330830804484,8235.95428466797,0.138250574469566,-0.239479824900627,0.951009571552277,0.138264387845993,-1072.634100914,958.313345909119,915.45158624649
4.016,399.97860789299,21.7327262030643,8235.95428466797,0.136298179626465,-0.236097827553749,0.952417969703674,0.136310636997223,-1067.19446182251,966.220319271088,916.684627532959
4.04,399.975389242172,21.7329276936448,8235.95428466797,0.13434299826622,-0.232710868120193,0.953806400299072,0.134353786706924,-1061.75470352173,974.127233028412,917.917430400848
4.064,399.968355894089,21.7326715615509,8235.95428466797,0.132384970784187,-0.229319095611572,0.955174744129181,0.132394060492516,-1056.31506443024,982.034087181091,919.150054454803
4.088,399.967163801193,21.732613504943,8235.95428466797,0.130424246191978,-0.225922614336014,0.956522941589355,0.130431398749352,-1050.87542533875,989.940822124481,920.382559299469
4.113,399.970501661301,21.7325332502202,8235.95428466797,0.12846077978611,-0.222521305084229,0.957851052284241,0.128465995192528,-1045.43566703796,997.847616672516,921.615183353424
4.137,399.970561265945,21.7326561936253,8235.95428466797,0.126494482159615,-0.219115227460861,0.959158957004547,0.126498118042946,-1039.99602794647,1005.7544708252,922.847807407379
4.161,399.974256753922,21.7326476558888,8235.95428466797,0.124525547027588,-0.215704515576363,0.960446655750275,0.124527640640736,-1034.55638885498,1013.66138458252,924.080669879913
4.185,399.977624416351,21.732975504969,8235.95428466797,0.122553937137127,-0.212289154529572,0.961714208126068,0.122554607689381,-1029.11674976349,1021.56829833984,925.313711166382
4.209,399.978786706924,21.7332333446102,8235.95428466797,0.120579704642296,-0.208869218826294,0.962961494922638,0.120579220354557,-1023.677110672,1029.47533130646,926.546990871429
4.234,399.984925985336,21.7331838257387,8235.95428466797,0.118602812290192,-0.205444827675819,0.964188516139984,0.118601582944393,-1018.23759078979,1037.38248348236,927.780628204346
4.258,399.992913007736,21.7332452974412,8235.95428466797,0.116623319685459,-0.202015951275826,0.965395212173462,0.116621673107147,-1012.7979516983,1045.28975486755,929.014563560486
4.282,399.998724460602,21.7333306748058,8235.95428466797,0.114641331136227,-0.198582723736763,0.966581642627716,0.114639565348625,-1007.3584318161,1053.19714546204,930.248856544495
4.306,399.998307228088,21.7332213917791,8235.95428466797,0.112656809389591,-0.195145204663277,0.967747688293457,0.112655311822891,-1001.9189119339,1061.10465526581,931.483447551727
4.33,400.006115436554,21.7336755993589,8235.95428466797,0.110669910907745,-0.191703408956528,0.96889340877533,0.11066871881485,-996.479272842407,1069.01228427887,932.718276977539
4.354,400.018006563187,21.7336943823791,8235.95428466797,0.108680538833141,-0.188257500529289,0.970018684864044,0.108680196106434,-991.03969335556,1076.92015171051,933.953464031219
4.379,400.018811225891,21.7340188163647,8235.95428466797,0.106688916683197,-0.184807524085045,0.971123576164246,0.106689415872097,-985.600113868713,1084.82789993286,935.188829898834
4.403,400.020241737366,21.7339522220203,8235.95428466797,0.104694910347462,-0.181353583931923,0.972208023071289,0.104696609079838,-980.160534381866,1092.73588657379,936.424434185028
4.427,400.0304043293,21.7339146559799,8235.95428466797,0.102698691189289,-0.177895843982697,0.973272025585175,0.10270170122385,-974.720895290375,1100.64387321472,937.660157680511
4.451,400.032848119736,21.734102486182,8235.95428466797,0.10070027410984,-0.17443422973156,0.974315524101257,0.100704699754715,-969.281315803528,1108.55197906494,938.896000385284
4.475,400.026947259903,21.7337934201221,8235.95428466797,0.0986997112631798,-0.17096896469593,0.975338518619537,0.0987055897712708,-963.841676712036,1116.46008491516,940.131843090057
4.5,400.024950504303,21.7342322597763,8235.95428466797,0.0966971516609192,-0.167500153183937,0.97634094953537,0.0967042222619057,-958.402037620544,1124.3679523468,941.367506980896
4.524,400.023639202118,21.7338873352232,8235.95428466797,0.0946925729513168,-0.164027854800224,0.977322816848755,0.0947007983922958,-952.962458133698,1132.27593898773,942.60311126709
4.548,400.019586086273,21.7336653540752,8235.95428466797,0.0926860868930817,-0.16055229306221,0.978284120559692,0.0926950797438622,-947.522759437561,1140.18380641937,943.838357925415
4.572,400.011152029037,21.7334280050015,8235.95428466797,0.0906777381896973,-0.15707340836525,0.979224860668182,0.090687207877636,-942.083179950714,1148.09143543243,945.073246955872
4.596,400.000721216202,21.7336346182239,8235.95428466797,0.0886676385998726,-0.153591439127922,0.98014497756958,0.0886769369244576,-936.643481254578,1155.99894523621,946.30753993988
4.621,399.99321103096,21.7336909672845,8235.95428466797,0.0866559073328972,-0.150106191635132,0.981044411659241,0.086664691567421,-931.204199790955,1163.90645503998,947.541654109955
4.645,399.98385310173,21.7332982314073,8235.95428466797,0.0846425518393517,-0.146617919206619,0.981923162937164,0.0846503376960754,-925.765335559845,1171.81384563446,948.77564907074
